"player","orapm","drapm","rapm","poss"
"Nae'Qwan Tomlin",-0.434621185698704,0.736163731998867,0.301542546300163,272
"Boban Marjanovic",-0.119024690272292,0.417763883345476,0.298739193073184,990
"Walker Kessler",-0.492116461326653,0.782162738687799,0.290046277361146,20597
"Jordan Ford",0.180274946742545,0.108924124290328,0.289199071032872,85
"Karlo Matković",0.0541876872151493,0.234821450147631,0.28900913736278,3315
"Obi Toppin",2.39675121739109,-2.11578247007773,0.28096874731336,18367
"Moritz Wagner",0.283004024189766,-0.0074769823117127,0.275527041878053,12764
"Wenyen Gabriel",-0.433742783514865,0.703760647514723,0.270017863999858,4667
"Terence Davis",0.230850459668293,0.0367845051431115,0.267634964811404,3632
"Alize Johnson",0.0962378920111324,0.16852944313971,0.264767335150843,123
"Cui Yongxi",-0.0297779810387125,0.292115395716364,0.262337414677651,45
"Facundo Campazzo",-0.0992023627818331,0.350465624521922,0.251263261740089,207
"Branden Carlson",0.317430584548085,-0.0779615228421047,0.239469061705981,1028
"Daniel Theis",0.800893865705161,-0.563325262801991,0.23756860290317,7249
"Luka Samanic",-0.497393898024114,0.730422731566936,0.233028833542822,2402
"Cody Zeller",0.214060978091982,0.00827586793212933,0.222336846024111,2242
"Thomas Bryant",0.56639566632787,-0.344304095863139,0.222091570464731,10366
"Jarrell Brantley",0.00785886777111483,0.212570108861366,0.220428976632481,159
"Mason Plumlee",1.51134708605867,-1.29267484311952,0.218672242939156,16807
"Kelly Olynyk",1.31918674696589,-1.10391202662295,0.21527472034294,19204
"Isaiah Wong",-1.52898343591187,1.73311518004734,0.204131744135471,1088
"Malcolm Brogdon",-0.0171714094347382,0.200501537008216,0.183330127573478,14202
"Marko Simonovic",0.0236480993812489,0.157409316489185,0.181057415870434,89
"Julian Champagnie",0.703125548157656,-0.523173640617191,0.179951907540465,15766
"Joshua Primo",0.0351353176522774,0.138249498128672,0.173384815780949,444
"Jalen Bridges",-0.199308305728032,0.369853671526624,0.170545365798591,119
"Markquis Nowell",0.0360660214076299,0.130338127050572,0.166404148458202,14
"Cason Wallace",0.0715362027134565,0.0908684483291546,0.162404651042611,14947
"Henri Drell",0.174413803113766,-0.0155358229189471,0.158877980194819,133
"Jahlil Okafor",0.052167189463281,0.105045986137709,0.15721317560099,15
"Mac McClung",0.146765888598377,0.00740686572575476,0.154172754324132,221
"Maozinha Pereira",-0.481846816665459,0.632679461670616,0.150832645005157,504
"Adama Sanogo",0.00802451811437029,0.133321340489977,0.141345858604347,366
"Justise Winslow",-0.30301384670445,0.441878327890704,0.138864481186255,3158
"Trevor Hudgins",0.0131486488587518,0.124237193607177,0.137385842465929,111
"Malcolm Cazalon",0.126005798673562,0.00896368528479667,0.134969483958359,11
"Filip Petrusev",0.0293022706373798,0.102645635832737,0.131947906470116,36
"Ron Harper Jr.",0.220911117915845,-0.10438740657512,0.116523711340725,274
"Donovan Williams",0.03752299143872,0.0767523064205184,0.114275297859238,19
"Nate Hinton",-0.0800234139751444,0.190487776133256,0.110464362158112,339
"Jazian Gortman",-0.348794397477678,0.457533203102956,0.108738805625279,248
"Deonte Burton",0.113736314129184,-0.00517353489329305,0.10856277923589,29
"Jordan Schakel",0.0526957375401613,0.0539498593674118,0.106645596907573,22
"Kemba Walker",0.0796852249464415,0.0239758579099827,0.103661082856424,573
"Trey Lyles",0.380828226450049,-0.284426252441604,0.0964019740084451,15609
"Malik Monk",1.09334340654016,-0.997086135268836,0.0962572712713227,23792
"Andrew Funk",0.0220188570538994,0.0687487824661334,0.0907676395200328,55
"RaiQuan Gray",0.441791496762057,-0.353869389517063,0.0879221072449936,304
"Keaton Wallace",-0.924205040880142,1.01027192727078,0.0860668863906382,2100
"Bobi Klintman",0.433117442298535,-0.352271790934974,0.0808456513635613,165
"Tolu Smith",0.069016196832919,0.0117214095555474,0.0807376063884663,89
"Danuel House Jr.",0.0897284122885251,-0.0110179640148027,0.0787104482737224,5447
"Harrison Barnes",2.2930973849753,-2.21483259940815,0.0782647855671468,30425
"Shaquille Harrison",0.100383825427033,-0.0259546668847516,0.0744291585422811,530
"Malcolm Hill",-0.0122142891805036,0.0862434617409084,0.0740291725604048,42
"Olivier Sarr",0.0382758152505751,0.035715172894249,0.0739909881448241,875
"Keshad Johnson",-0.372092298450077,0.443855398022662,0.0717630995725851,418
"James Johnson",-0.189913213187063,0.258652520508905,0.068739307321842,1024
"Jalen Crutcher",0.0139354205911552,0.0540932221370665,0.0680286427282217,9
"Louis King",0.167025392943973,-0.101909190124368,0.0651162028196048,124
"Izaiah Brockington",0.0721829665345456,-0.00720389429646988,0.0649790722380757,16
"Isaiah Stevens",-0.201013015058748,0.256772595353282,0.0557595802945337,22
"Jeremy Sochan",0.290998712912523,-0.24068770822851,0.0503110046840139,21147
"Dmytro Skapintsev",-0.00629250140427315,0.0515735022037832,0.0452810007995101,8
"Max Strus",0.147205121702883,-0.102636350416717,0.0445687712861659,23729
"PJ Hall",-0.61776839254815,0.660904337640303,0.0431359450921527,256
"Joe Wieskamp",-0.17530569120492,0.217069137890248,0.0417634466853278,209
"Richaun Holmes",0.312877981665946,-0.272507944122865,0.0403700375430818,5995
"Zyon Pullin",-0.0148078185853597,0.0494708391246054,0.0346630205392457,10
"Sasha Vezenkov",0.151988811264375,-0.120077283558475,0.0319115277058995,2142
"KZ Okpala",-0.431367396689887,0.462714382017397,0.0313469853275096,1076
"N'Faly Dante",0.501953510683945,-0.472113560676906,0.0298399500070396,221
"Ashton Hagans",-0.252919511861341,0.282011159521501,0.0290916476601597,1247
"Leandro Bolmaro",-0.250923019547653,0.280008907675771,0.0290858881281184,285
"Chris Silva",-0.0132777761331119,0.0382427011886211,0.0249649250555092,16
"Jalen Wilson",0.468237015206569,-0.443359549516487,0.0248774656900822,10711
"D.J. Wilson",0.0379719815365642,-0.0189050783855681,0.0190669031509961,59
"Duane Washington Jr.",-0.263938748076606,0.278430082073135,0.014491333996529,1655
"Jake LaRavia",0.369637231195814,-0.35635392864123,0.013283302554584,10721
"Goran Dragic",-0.0619130297235115,0.0726685228020365,0.010755493078525,3703
"Darius Days",-0.0286760252976946,0.03825150552698,0.00957548022928542,101
"Juancho Hernangomez",0.428466511438504,-0.423975589302246,0.0044909221362584,2504
"Javonte Smart",-0.0256894740503981,0.0238750299798064,-0.00181444407059174,2
"Collin Sexton",2.33112418433468,-2.33311283438599,-0.00198865005131266,20876
"Skal Labissiere",0.080205474545599,-0.0841279745519919,-0.00392250000639288,52
"Charlie Brown Jr.",-0.0491676998100416,0.0448515902682658,-0.00431610954177587,144
"Khem Birch",-0.0610001202636234,0.0517904934120717,-0.00920962685155177,650
"Tyler Dorsey",-0.0642335809541429,0.053901680685585,-0.0103319002685579,31
"Kendrick Nunn",-0.115857643022142,0.105337302948343,-0.0105203400737985,4090
"Jahmir Young",0.310270296865524,-0.328772937272045,-0.0185026404065214,130
"Jarrett Culver",-0.0607731803629367,0.0416959269498939,-0.0190772534130427,574
"Kaiser Gates",-0.0917877756232777,0.0711654141991664,-0.0206223614241112,32
"Cam Whitmore",0.739191157783858,-0.762385642636269,-0.0231944848524109,7178
"Devon Dotson",-0.138641129041026,0.113529604037205,-0.0251115250038216,214
"George Hill",-0.718534266109056,0.689711761604098,-0.0288225045049572,3459
"Michael Foster Jr.",-0.0335135609240123,0.00357047935768825,-0.029943081566324,4
"Talen Horton-Tucker",0.632492131501299,-0.663277085137371,-0.0307849536360724,12942
"Dexter Dennis",-0.222268879378247,0.184328488151277,-0.0379403912269707,145
"Riley Minix",-0.0701813297914679,0.0302187278702789,-0.039962601921189,29
"Sterling Brown",-0.0524813767156533,0.00818559607518698,-0.0442957806404663,116
"Kyshawn George",-0.805560467142895,0.75646685035135,-0.0490936167915457,7627
"D.J. Carton",-0.300459418382894,0.245207015253468,-0.0552524031294258,304
"Andrew Nembhard",-1.31762437535595,1.26001776172232,-0.0576066136336246,23770
"Brandon Williams",-0.793684838416663,0.734514130203328,-0.0591707082133341,2568
"Frank Jackson",-0.0524086971221479,-0.0109647707074153,-0.0633734678295632,19
