"player","oapm","dapm","apm","poss"
"Jaren Jackson Jr.",13.0105838426305,-8.21457813345812,4.79600570917235,25971
"Amen Thompson",12.0574112561105,-7.33024704642156,4.72716420968898,15053
"Delon Wright",11.0254881076327,-6.34651450073892,4.67897360689377,10643
"Cameron Payne",14.8294720592623,-10.1638523746482,4.66561968461409,13921
"Boban Marjanovic",10.8312112947103,-6.1888885990437,4.64232269566665,990
"Devin Booker",16.2768338526938,-11.6478643122261,4.62896954046766,29105
"Tre Jones",14.2231619015257,-9.59600545956525,4.62715644196044,21381
"Kristaps Porzingis",14.3263107997809,-9.71687402274237,4.60943677703852,20773
"Chimezie Metu",12.3467082691686,-7.76894984967105,4.57775841949757,6500
"Jalen Johnson",11.2665724718814,-6.72522955430558,4.54134291757583,18117
"Jalen Pickett",14.107211613172,-9.5712006439364,4.53601096923557,3188
"Svi Mykhailiuk",15.3010268113361,-10.7732228580135,4.52780395332259,6814
"De'Anthony Melton",16.9109725753219,-12.4217882494985,4.48918432582339,13431
"Nicolas Batum",11.7978013272465,-7.31379063458517,4.48401069266132,18961
"Cameron Johnson",14.896944533119,-10.4168033092256,4.48014122389344,18643
"Julian Phillips",12.7396150866793,-8.29075684976288,4.44885823691644,6104
"Mason Plumlee",15.5133650495739,-11.098265188879,4.41509986069493,16807
"Stanley Johnson",16.1142090311978,-11.6996344885159,4.41457454268181,1990
"Maozinha Pereira",3.48478124139055,0.913459281292236,4.39824052268279,504
"Aaron Gordon",11.0442641294451,-6.6560687569093,4.38819537253579,23916
"Norman Powell",12.8942177608271,-8.55621213138503,4.33800562944207,22882
"Matt Hurt",3.78275024838424,0.509807425299196,4.29255767368344,455
"Rui Hachimura",12.3161784798232,-8.0899036514847,4.22627482833852,21571
"Kevon Looney",12.0547798307675,-7.85765386257257,4.19712596819489,17802
"Bogdan Bogdanovic",14.1642838727461,-10.0189166902062,4.14536718253994,21903
"Paul Reed",11.8037266519848,-7.66571895103694,4.13800770094785,11316
"Josh Okogie",10.8871320128132,-6.7545202453508,4.13261176746237,12093
"Charlie Brown Jr.",18.590602085465,-14.471537381983,4.11906470348192,144
"Tristan Vukcevic",11.3942381959021,-7.2844222473831,4.10981594851901,2812
"Mitchell Robinson",13.7614245885499,-9.66360956912569,4.09781501942421,10570
"Kobi Simmons",14.7803381446385,-10.6846240035229,4.09571414111559,386
"Isaiah Jackson",12.5281558164878,-8.5014397490686,4.02671606741916,8074
"Kevin Huerter",14.5660185556808,-10.5525307657166,4.01348778996416,22811
"Daniel Theis",13.9692190162148,-9.96565370581739,4.00356531039744,7249
"Jrue Holiday",10.9958820758524,-7.00312465699637,3.99275741885601,26318
"Jonathan Isaac",10.3572034301114,-6.38336321416134,3.97384021595004,8596
"Monte Morris",14.5140514480262,-10.5452444436361,3.96880700439002,11277
"Kris Dunn",13.4316189786592,-9.49688553360986,3.93473344504935,15045
"Jayson Tatum",13.7505277355708,-9.82407776981006,3.92644996576078,32793
"Sam Merrill",11.6630276679684,-7.73718288746435,3.92584478050401,10352
"Kenrich Williams",12.7811040730129,-8.88399856440875,3.89710550860418,13978
"Luka Garza",16.4475119868618,-12.5517175462819,3.89579444057984,2492
"DeMar DeRozan",14.4498301208026,-10.5550507945426,3.89477932626001,34557
"Trey Jemison",12.8358312487675,-8.95230891166182,3.88352233710572,3881
"Bam Adebayo",10.738120645413,-6.85754433389866,3.88057631151436,30916
"Wenyen Gabriel",9.95822697129153,-6.09849463442478,3.85973233686675,4667
"James Harden",15.1912918582864,-11.3347808947538,3.85651096353258,29841
"Malcolm Hill",-1.9608457967742,5.7983687957563,3.8375229989821,42
"Jose Alvarado",12.2242403855338,-8.3991834467515,3.82505693878233,15313
"De'Aaron Fox",13.2342122276563,-9.41109019219833,3.823122035458,31030
"Isaiah Joe",13.5482224485623,-9.74665792925258,3.80156451930969,18659
"Isaac Okoro",12.4683167397671,-8.67080313704132,3.79751360272574,18682
"LeBron James",14.0924804770064,-10.2974345790944,3.79504589791197,29037
"OG Anunoby",11.3364106469617,-7.57069698319453,3.7657136637672,27600
"Jarrett Allen",12.8063801031572,-9.0836862251736,3.72269387798364,28521
"Dexter Dennis",4.78704377719503,-1.09092322356288,3.69612055363215,145
"Dennis Smith Jr.",9.29597068840145,-5.61889018637636,3.67708050202509,10074
"Brandon Williams",10.984027834426,-7.32970803925639,3.65431979516962,2568
