"player","oefg_rapm","defg_rapm","otov_rapm","dtov_rapm","oorb_rapm","dorb_rapm","oftr_rapm","dftr_rapm","poss"
"Michael Porter Jr.",1.42934946077036,-0.656651247129088,-0.198818680155279,0.749189407301591,-0.124527659155083,0.1668531670613,-0.959364557362596,0.0832746574009183,28750
"Derrick White",1.42019114083138,0.239543736342747,-0.701914267122054,0.181841513139674,-0.995171519301912,-0.10230058001542,-0.894117831203191,1.63070228250867,29960
"Darius Garland",1.40944825605284,-0.678971744912418,-0.159923592025464,-0.260453245714109,-0.53992072314677,-0.766959980715941,0.990652696352475,-0.545760568453761,27179
"Devin Booker",1.40253735146241,-0.0792345707642743,-1.07643108678366,0.410122383164597,-0.0154506819725189,-0.330085273519259,0.687382977759886,-1.22510621936541,29105
"Obi Toppin",1.3820325314831,-0.74456647569522,-0.435652195995968,0.361002623982941,-0.143593808813884,0.0678501153117752,-0.649736863183762,-0.666680937559013,18367
"Al Horford",1.37483167890679,0.220677691854848,-0.420874290189875,0.647574776843184,-0.773328957986929,0.740273526466986,-1.6025726761333,1.35280623218616,21731
"Jarrett Allen",1.37204167043086,-0.527140050841662,0.263577230032931,0.115980405889105,0.104877746561187,0.807750212058283,-0.262921332471083,2.58484811247162,28521
"Tyler Herro",1.37109707880534,-0.806844701176554,-0.202540523793395,0.0602902854770646,-0.715379870175501,-0.00336480327488344,-0.70377100814414,1.19717579603792,26145
"Chris Paul",1.30506927938076,0.0156349409348241,-0.858723718544887,0.168170607573564,-1.11227305918664,-0.720790649617905,-1.07270495885865,-0.188257413082144,23471
"CJ McCollum",1.29397494163014,-0.535284502944334,-0.817349696877528,0.7635341611086,-0.582098984183752,-0.0820332082064679,-1.026796035093,-0.908693534848112,27510
"Shai Gilgeous-Alexander",1.27842234787563,2.15342167489853,-2.0614799335038,-0.433653030856305,0.012314894183128,-0.906866719481778,2.36805143342847,-2.00874420896886,32156
"LeBron James",1.24183686519592,-0.55352617099948,-0.0369043848784139,0.498242120453372,-0.634673685332389,-0.109158999943238,-1.01309741265582,1.26925253743042,29037
"Luguentz Dort",1.23447507974381,-0.373573597885121,-0.687109567119085,-0.673568963489445,-0.349963924328881,-0.238809682895216,-0.331474735782475,0.0288012482288844,27905
"Tyrese Maxey",1.23149406862569,-0.588518527392422,-1.24947071090328,0.0831538868719998,-0.137705509032908,-0.584949346693885,1.21925927196509,-1.05623326703239,26766
"Domantas Sabonis",1.21788928072374,-0.301779886200775,0.66734072246997,-0.157622022148344,-0.680762965426115,1.47057305127671,-0.942918797269628,0.667842643509271,33546
"Isaiah Hartenstein",1.21451103689246,0.675065213175582,0.377405339204067,0.315122191794956,0.624073243535045,1.14438912786871,-0.073819504122754,1.74398852414912,21075
"Zach Edey",1.21171355739899,-0.382958833791649,1.11958339840195,0.890947377586009,1.53554915953711,0.530670623360115,-1.10783916499167,1.34807830425154,6119
"Dorian Finney-Smith",1.20070384069423,0.692389847436378,-0.785208382748896,-0.467707922187875,-0.0872019408048091,-0.482852705653224,0.106342864484842,0.608854061018706,23222
"Jalen Brunson",1.18124818976355,-0.70594636141324,-1.30782063693621,0.0528655630496804,0.0394833554936853,0.225203579638664,2.51149295016528,-0.932775711055418,29796
"Svi Mykhailiuk",1.17208736908708,0.0249621353266389,-0.251658187142736,-0.0510792781554057,0.153103368121225,0.16130056725354,-1.66190151884031,0.313464751226004,6814
"Klay Thompson",1.1714705108756,-0.940799860447185,-0.163254717441516,1.08098486701499,-0.530763763746631,-0.529216313187038,-2.49013851172016,-0.227894935000389,27625
"Karl-Anthony Towns",1.16445701921965,-0.593504759933094,-0.0553625908789966,0.653851578885266,-0.84065450455061,0.243816549678218,0.426758136537325,1.25448369184198,22645
"Alperen Sengun",1.14486098699712,-0.43873703374875,-0.236275419437243,0.29342144150828,0.151273552061581,0.5152370324639,0.792035132835071,2.22250766436452,27272
"Josh Hart",1.12764891655028,-0.403543218812374,0.108057695199975,-0.222755468609802,0.433931503304763,0.490136931919085,0.420927024163816,0.612702549484094,32565
"Donovan Mitchell",1.11995114442578,0.750530547616933,-1.08571528562332,-0.72993833386352,-0.132010136494111,-0.0903706137259155,0.138194551712365,-0.147645807416686,27222
